ID,Course Code,Course Title,Credit Hours,Faculty,School,Lecture Hours,Tutorial Hours,Lab Hours,Student Type,Elective
1252,PMC111,Pharmaceutical Analytical Chemistry I,3,Pharm D,Medicinal Chemistry,2,0,2,UG,FALSE
1253,PMC123,Pharmaceutical Analytical Chemistry II,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1254,PMC124,Pharmaceutical Organic Chemistry II,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1255,PMC112,Pharmaceutical Organic Chemistry I,3,Pharm D,Medicinal Chemistry,2,0,2,UG,FALSE
1256,PBM121,Cell Biology,2,Pharm D,Biochemistry and Molecular Biology,1,2,0,UG,FALSE
1257,PIP111,Pharmacy Orientation,1,Pharm D,---,1,0,0,UG,FALSE
1258,PHG111,Medicinal Plants,3,Pharm D,Pharmacognosy,2,0,2,UG,FALSE
1259,MED122,Human Anatomy& Histology,3,Pharm D,---,2,2,0,UG,FALSE
1260,PIP122,Physical Pharmacy,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1261,MED111,Medical Terminology,1,Pharm D,---,1,0,None,UG,FALSE
1262,NPC111,Information Technology,2,Pharm D,---,1,0,2,UG,FALSE
1263,PHG122,Pharmacognosy I,3,Pharm D,Pharmacognosy,2,2,0,UG,FALSE
1264,NPC122,Psychology,1,Pharm D,---,1,0,None,UG,FALSE
1265,PMC215,Pharmaceutical Analytical Chemistry III,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1266,PMC216,Pharmaceutical Organic Chemistry III,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1267,NPC213,Scientific Writing,1,Pharm D,---,1,0,0,UG,FALSE
1268,PHG213,Pharmacognosy II,3,Pharm D,Pharmacognosy,2,2,0,UG,FALSE
1269,MED213,Physiology and Pathophysiology,3,Pharm D,---,2,2,0,UG,FALSE
1270,PIP213,Pharmaceutics I,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1271,PBM222,Biochemistry I,3,Pharm D,Biochemistry and Molecular Biology,2,2,0,UG,FALSE
1272,PMI221,General Microbiology and Immunology,3,Pharm D,Microbiology and Immunology,2,2,0,UG,FALSE
1273,PMC227,Instrumental Analysis,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1274,PIP224,Pharmaceutics II,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1275,PBM313,Biochemistry II,3,Pharm D,Biochemistry and Molecular Biology,2,2,0,UG,FALSE
1276,PCT221,Biostatistics,1,Pharm D,Pharmacology and Toxicology,1,0,None,UG,FALSE
1277,PMI312,Pharmaceutical Microbiology,3,Pharm D,---,2,2,0,UG,FALSE
1278,PHG314,Phytochemistry I,3,Pharm D,---,2,2,0,UG,FALSE
1279,PMI323,Parasitology and Virology,3,Pharm D,Microbiology and Immunology,2,2,0,UG,FALSE
1280,PIP315,Pharmaceutics III,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1281,PIP326,326Biopharmaceutics and Pharmacokinetics,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1282,PMC318,Medicinal Chemistry I,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1283,PCT312,Pharmacology I,3,Pharm D,Pharmacology and Toxicology,2,2,0,UG,FALSE
1284,PHG325,Phytochemistry II,3,Pharm D,Pharmacognosy,2,2,0,UG,FALSE
1285,PMI414,Medical Microbiology,3,Pharm D,---,2,2,0,UG,FALSE
1286,PIP327,Pharmaceutics IV,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1287,PCT414,Pharmacology III,3,Pharm D,Pharmacology and Toxicology,2,2,0,UG,FALSE
1288,PCT323,Pharmacology II,3,Pharm D,Pharmacology and Toxicology,2,2,0,UG,FALSE
1289,PMC329,Medicinal Chemistry II,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1290,PCP421,Clinical Pharmacokinetics,3,Pharm D,Pharmacy Practice/Clinical Pharmacy,2,2,0,UG,FALSE
1291,PCT425,Drug Information,2,Pharm D,Pharmacology and Toxicology,1,1,None,UG,FALSE
1292,PCT426,Basic & Clinical Toxicology,3,Pharm D,Pharmacology and Toxicology,2,2,0,UG,FALSE
1293,PCP422,Hospital Pharmacy,2,Pharm D,Pharmacy Practice/Clinical Pharmacy,1,1,None,UG,FALSE
1294,PIP420,Pharmaceutical Technology II,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1295,PCP423,Community Pharmacy Practice,3,Pharm D,Pharmacy Practice/Clinical Pharmacy,2,2,0,UG,FALSE
1296,PMI515,Biotechnology,3,Pharm D,Microbiology and Immunology,2,2,0,UG,FALSE
1297,PCP514,Clinical pharmacy I,3,Pharm D,Pharmacy Practice/Clinical Pharmacy,2,2,0,UG,FALSE
1298,PMI516,Public Health,2,Pharm D,Microbiology and Immunology,2,1,None,UG,FALSE
1299,PHG517,Phytotherapy and Aromatherapy,3,Pharm D,Pharmacognosy,2,2,0,UG,FALSE
1300,PHG416,Applied & Forensic Pharmacognosy,2,Pharm D,Pharmacognosy,1,1,None,UG,FALSE
1301,PMC410,Drug Design,2,Pharm D,Medicinal Chemistry,1,1,None,UG,FALSE
1302,PBM414,Clinical Biochemistry,3,Pharm D,Biochemistry and Molecular Biology,2,2,0,UG,FALSE
1303,PIP418,Pharmaceutical Technology I,3,Pharm D,Pharmaceutics and Industrial Pharmacy,2,2,0,UG,FALSE
1304,PIP419,Pharmaceutical Legislations and Regulatory Affairs,1,Pharm D,Pharmaceutics and Industrial Pharmacy,1,0,None,UG,FALSE
1305,PIP511,Good Manufacturing Practice,1,Pharm D,Pharmaceutics and Industrial Pharmacy,1,1,0,UG,FALSE
1307,PMC521,Quality Control of Pharmaceuticals,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1308,PMC522,Medicinal Chemistry III,3,Pharm D,Medicinal Chemistry,2,2,0,UG,FALSE
1309,MED525,First Aid,1,Pharm D,---,1,0,None,UG,FALSE
1310,PCP525,Drug interaction,2,Pharm D,Pharmacy Practice/Clinical Pharmacy,1,1,None,UG,FALSE
1311,PIP522,Advanced Drug Delivery Systems,2,Pharm D,Pharmaceutics and Industrial Pharmacy,1,1,None,UG,FALSE
1312,PCP526,Clinical Pharmacy II & Pharmacotherapeutics,2,Pharm D,Pharmacy Practice/Clinical Pharmacy,1,1,None,UG,FALSE
1313,PCP527,"Clinical Research, Pharmacoepidemiology & Pharmacovigilance                               ",2,Pharm D,Pharmacy Practice/Clinical Pharmacy,1,1,None,UG,FALSE
1315,PMC311,Advanced Pharmaceutical Analysis - Spectroscopy,2,Pharm D,Medicinal Chemistry,1,1,None,UG,FALSE
1316,PCT311,Alternative Medicinal Therapies,2,Pharm D,Pharmacology and Toxicology,1,1,None,UG,FALSE
1317,PHG311,Production and Manufacture of Medicinal plants,2,Pharm D,Pharmacognosy,1,1,None,UG,FALSE
1318,PMC322,Chromatography and Separation Techniques,2,Pharm D,---,1,1,None,UG,FALSE
1319,PIT321,Quality Assurances and GMP,2,Pharm D,---,1,1,None,UG,FALSE
1320,PIT522,Applied Industrial Pharmacy,2,Pharm D,---,1,1,None,UG,FALSE
1321,PCP511,Clinical nutrition,2,Pharm D,---,1,1,None,UG,FALSE
1322,PHC311,Cosmetic Preparations,2,Pharm D,---,1,1,None,UG,FALSE
1323,PCT412,Biological Standardization,2,Pharm D,---,1,1,None,UG,FALSE
1324,PCT513,Veterinary Pharmacology,2,Pharm D,Pharmacology and Toxicology,1,1,None,UG,FALSE
1325,PMI512,Gene regulation and epigenetics,2,Pharm D,Microbiology and Immunology,1,1,None,UG,FALSE
1326,PMI523,Antimicrobial stewardship,2,Pharm D,Microbiology and Immunology,1,1,None,UG,FALSE
1327,PMI421,Infection Control,2,Pharm D,Microbiology and Immunology,1,1,None,UG,FALSE
1328,PBM411,Bioinformatics,2,Pharm D,Biochemistry and Molecular Biology,1,1,None,UG,FALSE
1329,MED224,Pathology,2,Pharm D,---,1,1,None,UG,FALSE
1330,ARC111,Architectural Design Studio (1),4,Sustainable Architecture Program,---,2,4,0,UG,FALSE
1331,ARC112,Architectural Model Making,2,Sustainable Architecture Program,---,1,2,0,UG,FALSE
1332,ARC121,History and Theory of Architecture (1),2,Sustainable Architecture Program,---,2,0,0,UG,FALSE
1333,ARC122,Building Technology (1,4,Sustainable Architecture Program,---,2,5,0,UG,FALSE
1334,ARC211,History and Theory of Architecture (2),2,Sustainable Architecture Program,---,2,0,0,UG,FALSE
1335,ARC212,Architectural Design Studio (2),4,Sustainable Architecture Program,---,1,6,0,UG,FALSE
1336,ARC213,Computer Aided Design,4,Sustainable Architecture Program,---,2,0,4,UG,FALSE
1337,ARC222,Building Technology (2),3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1338,ARC224,Computer Modeling,3,Sustainable Architecture Program,---,2,0,2,UG,FALSE
1339,ARC315,Theory of Structures,2,Sustainable Architecture Program,---,1,2,0,UG,FALSE
1340,ARC321,Theory of Town Planning,2,Sustainable Architecture Program,---,1,2,0,UG,FALSE
1341,ARC322,Executive design (1),3,Sustainable Architecture Program,---,1,4,0,UG,FALSE
1342,ARC324,Reinforced Concrete,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1343,ARC411,The theory of Urban-Environment Interaction,3,Sustainable Architecture Program,---,3,0,0,UG,FALSE
1344,ARC414,Surveying,2,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1345,ARC415,Sanitary Works,2,Sustainable Architecture Program,---,1,2,0,UG,FALSE
1346,ARC421,Sustainable Urban Design and planning,3,Sustainable Architecture Program,---,2,3,0,UG,FALSE
1347,ARC325,Shade and Perspective,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1348,ARC326,Housing,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1349,ARC327,Design for Renewable Energy,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1350,ARC328,heating and cooling in buildings,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1351,ARC329,Seminar in Sustainable Architecture and Urbanism,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1352,ARC426,Projects Management,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1353,ARC427,Sound and illumination in Buildings,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1354,ARC428,Basics of web design,3,Sustainable Architecture Program,---,2,0,2,UG,FALSE
1355,ARC429,Fundamentals of air quality,3,---,---,2,2,0,UG,FALSE
1356,ARC221,History and Theory of Architecture 3,2,Sustainable Architecture Program,---,2,0,0,UG,FALSE
1357,ARC223,Architectural Design Studio (3),4,Sustainable Architecture Program,---,1,6,0,UG,FALSE
1358,ARC311,History and Theory of Architecture (4),2,Sustainable Architecture Program,---,2,0,0,UG,FALSE
1359,ARC312,Building Technology (3),3,Sustainable Architecture Program,---,1,4,0,UG,FALSE
1360,ARC313,Architectural Design Studio (4),4,Sustainable Architecture Program,---,1,6,0,UG,FALSE
1361,ARC314,Building Energy Modeling,2,Sustainable Architecture Program,---,1,0,2,UG,FALSE
1362,ARC323,Architectural Design Studio (5),4,Sustainable Architecture Program,---,1,6,0,UG,FALSE
1363,ARC412,Executive design (2),4,Sustainable Architecture Program,---,2,4,0,UG,FALSE
1364,ARC413,Architectural Studio (6),4,Sustainable Architecture Program,---,1,6,0,UG,FALSE
1365,ARC422,Interior spaces design,4,Sustainable Architecture Program,---,1,6,0,UG,FALSE
1366,ARC424,Quantities & Specifications,2,Sustainable Architecture Program,---,1,2,0,UG,FALSE
1367,ARC433,Fire safety in buildings,3,Sustainable Architecture Program,---,3,0,0,UG,FALSE
1368,ARC434,Seminar on Environmental topics,3,Sustainable Architecture Program,---,3,0,0,UG,FALSE
1369,ARC435,Environmental Impact Assessment,3,Sustainable Architecture Program,---,3,0,0,UG,FALSE
1370,ARC423,Graduation Project (1),2,Sustainable Architecture Program,---,2,6,0,UG,FALSE
1371,ARC431,Graduation Project (2),6,Sustainable Architecture Program,---,0,0,0,UG,FALSE
1372,ARC432,Practical Training,4,Sustainable Architecture Program,---,0,0,16,UG,FALSE
1373,LRA415,Human Rights and Fighting Corruption,1,Pharm D,---,1,0,0,UG,FALSE
1374,MTH114,Calculus,1,Pharm D,---,1,0,0,UG,FALSE
1375,ARC425,Landscape,3,Sustainable Architecture Program,---,2,2,0,UG,FALSE
1376,MTH212,Probability and Statistics,3,Computer Science and Information Technology Programs,---,2,2,0,UG,FALSE
1377,CHM113,Chemistry (1),3,Computer Science and Information Technology Programs,---,2,0,2,UG,FALSE
1378,ECE223,Signal and Systems,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1379,PHY113,Physics 1,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1380,PHY123,Physics 2,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1381,CSC112,Project Management,3,Computer Science and Information Technology Programs,---,2,0,2,UG,FALSE
1382,CNC111,Networks and Web Programming,3,Computer Science and Information Technology Programs,---,2,0,2,UG,FALSE
1383,CSC113,Compiler Design,3,Computer Science and Information Technology Programs,---,2,0,2,UG,FALSE
1384,CSC114,Algorithms Analysis and Design,3,Computer Science and Information Technology Programs,---,2,0,2,UG,FALSE
1385,AID111,Data Science,3,Computer Science and Information Technology Programs,---,2,0,2,UG,FALSE
1386,CSC416,New Trends in Game Design,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1387,AID416,Reinforcement Learning,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1388,AID328,Game Theory,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1389,AID427,New Trends in Data Science,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1390,AID428,New Trends in AI,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1391,AID326,Data Science in Business,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1392,AID417,Advanced Data Mining,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1393,AID327,Human Computer Interface,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1394,AID425,AI in Bio-Computing,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1395,AID325,BlockChain & Distributed Ledgers,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1396,AID429,Deep Learning,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1397,ECE111,Digital Logic Design,3,Computer Science and Information Technology Programs,---,2,1,2,UG,FALSE
1398,ECE213,Introduction to Electronics Engineering,3,Computer Science and Information Technology Programs,---,3,0,0,UG,FALSE
1399,ECE214,Digital Signal Processing,3,Computer Science and Information Technology Programs,---,3,0,0,UG,FALSE
1400,ENV311,Seminar on ENV,2,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,0,UG,FALSE
1401,ENV312,Fundamentals of Environmental Engineering,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1402,ENV313,Global Environmental Engineering,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1403,ENV314,Water Quality and Analysis,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1404,ENV315,Environmental Hydraulics,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1405,ENV316,Municipal Solid Waste,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,0,UG,FALSE
1406,ENV321,Project Based Learning on ENV,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",0,4,0,UG,FALSE
1407,ENV322,Air Quality and Pollution,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1408,ENV323,Urban Development and Environmental Planning,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1409,ENV324,Waste Water Treatment,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,0,UG,FALSE
1410,ENV325,Desalination Processes and Systems,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1411,ENV411,Ground Water Engineering,5,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",1,4,0,UG,FALSE
1412,ENV412,Sustainable Design and Technologies in Buildings,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1413,ENV421,Clean Production Technologies,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1414,ENV422,Environmental Impact Assessment and Legalization,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,2,0,UG,FALSE
1415,ENV420,Graduation Project (1),3,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",0,12,0,UG,FALSE
1416,ENV500,Graduation Project (2),7,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",0,28,0,UG,FALSE
1417,ENV499,Industrial Training (2 Modules),4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",0,20,0,UG,FALSE
1418,ENV413,Treatment of Hazardous Waste,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1419,ENV414,Green Economy,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1420,ENV415,Air Pollution Monitoring and Control,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1421,ENV416,Health and Environmental Impact of (Water-Energy-Food Nexus),4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1422,ENV417,Alternative and Future Energies Applications (Renewable and Nuclear Energies),4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1423,ENV418,Industrial Safety and Regulations,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1424,ENV423,Modelling of the Built Environment,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1425,ENV424,Environmental Statistics and Modeling,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1426,ENV425,Sustainable Materials in Buildings,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1427,ENV426,Cities and Climate Change,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1428,ENV427,Water and Energy Conservation (in Different Sectors; Environmental Impact),4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1429,ENV428,Ecological Design of Environmental Systems,4,Faculty of Engineering and Applied Sciences,"School of Energy Resources, Environment and Chemical and Petrochemical En    ",2,0,2,UG,FALSE
1430,ECE517,Introduction to Silicon Photonics,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,PG,FALSE
1431,ECE518,Optical Communications Techniques,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,PG,FALSE
1432,ECE519,Digital Video Coding,3,Faculty of Engineering and Applied Sciences,---,0,0,0,PG,FALSE
1433,ECE572,RF Communication Integrated Circuits,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,PG,FALSE
1434,ECE573,Radar Systems Analysis and Design,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,UG,FALSE
1435,ECE574,CAD tools for Microwave Circuits and Antennas,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,UG,FALSE
1436,ECE576,Advanced Biomedical Signal Processing,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,PG,FALSE
1437,ECE577,Biomedical Instrumentation,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,UG,FALSE
1438,ECE578,Internet of Medical Things,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,UG,FALSE
1439,ECE618,Quantum Information Theory,3,Faculty of Engineering and Applied Sciences,Electrical Power Engineering,0,0,0,UG,FALSE
1440,ECE619,Advanced Microwave and RF Engineering Design,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,UG,FALSE
1441,ECE621A,Healthcare Information Systems,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,UG,FALSE
1442,ECE622A,Deep Learning for Biomedical Applications,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,PG,FALSE
1443,ECE623A,Medical Image Computing,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,0,0,UG,FALSE
1444,CSE521,Embedded Machine Learning,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,UG,FALSE
1445,CSE522,Cyber-security,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,UG,FALSE
1446,CSE523,Computer Network Security,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
1447,CSE524,Intelligent Transportation Systems,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
1448,CSE590,Artificial Intelligence in Medicine,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
1449,CSE615,Introduction to Quantum Computing and Quantum Information,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
1450,CSE616,Blockchain Technology and Cryptocurrencies,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
1451,SEN501,Space Weather,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1452,SEN502,Space Plasma Physics,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1453,SEN503,Solar Physics,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1454,SEN504,Geomagnetism,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1455,SEN505,Global Navigation Satellite Systems,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1456,SEN506,Heliospheric Physics,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1457,SEN507,Ionospheric Physics,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1458,SEN508,Cosmic Rays,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1459,SEN509,GIS in Meteorology and Climate Science,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1460,SEN510,Introduction to Space Chemistry (I),3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1461,SEN601,Advanced Space Plasma,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1462,SEN602,GNSS Remote Sensing,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1463,SEN603,Space Weather and Climate Variability,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1464,SEN604,Solar Physics and Magnetohydrodynamics,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1465,SEN605,Advance Heliospheric Physics,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1466,SEN606,Radio Astronomy,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1467,SEN607,Elementary Particles,3,Institute of Basic and Applied Sciences,Space Environment,0,0,0,PG,FALSE
1468,SEN608,Earth's Atmosphere,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1469,SEN609,Materials for Space,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1470,SEN610,Introduction to Space Chemistry (II),3,Institute of Basic and Applied Sciences,Space Environment,0,0,0,PG,FALSE
1471,SEN701,Project-based learning in Space Environment,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1472,SEN702,Research seminars on advanced topics in the Space Envi-ronment I,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1473,SEN703,Research seminars on advanced topics in the Space Envi-ronment II,3,Institute of Basic and Applied Sciences,Space Environment,None,None,None,PG,FALSE
1474,LRA101P,Japanese Culture,1,Pharm D,---,2,0,0,UG,FALSE
1475,PRE409,English Language (2) (advanced),1,Faculty of International Business and Humanities,---,1,0,0,PG,FALSE
1476,PRE504,Research Methods for Social Sciences,1,Faculty of International Business and Humanities,---,1,0,0,PG,FALSE
1477,STA501,Statistics and Probability,1,Faculty of International Business and Humanities,---,1,0,0,PG,FALSE
1478,HRM501,Master�s Thesis Foundation Seminar (Zemi 1),3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
1479,MGT511,Organization Theory,3,Faculty of International Business and Humanities,School of International Business,3,0,0,PG,FALSE
1480,HRM521,Managing Performance,3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
1481,HRM513,Compensation and Benefits,3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
1482,HRM522,Staffing Seminar,3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
1483,HRM523,Contemporary Issues in International HRM,3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
1484,MGT512,Quantitative Data Analysis,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1485,MGT522,Qualitative Data Analysis,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1486,HRM524,HRM Information Systems,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1487,HRM630,Intellectual Capital Management,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1488,HRM631,Workplace Disputes and Conflict Management,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1489,LAW632,Employment Law in Egypt,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1490,MGT633,Business Ethics and Corporate Social Responsibility,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1491,HRM634,Seminar in Strategic,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1492,MGT635,Managing Creativity and Innovation,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1493,HRM637,Industrial Relations,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1494,HRM638,Electronic HRM,2,Faculty of International Business and Humanities,---,2,0,0,PG,FALSE
1495,HRM701,Doctoral Dissertation Seminar (1) (Zemi 5),3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
1496,HRM713,Research Seminar in HRM Development,3,Faculty of International Business and Humanities,---,3,0,0,PG,FALSE
